Dataset Number,Label Type,Attack Sentence Number,Query Response Time,Same Answer
6,True,0,0.14946842193603516,True
6,True,0,0.15680575370788574,True
6,True,0,0.1807699203491211,True
7,False,0,2.4185216426849365,False
7,False,1,2.9211232662200928,False
7,False,2,2.695809841156006,False
7,False,0,2.6569998264312744,False
7,False,1,2.397247791290283,False
7,False,2,2.8137218952178955,False
7,False,0,2.523292303085327,False
7,False,1,2.5047569274902344,False
7,False,2,2.93070387840271,False
7,True,0,0.2072463035583496,True
7,True,1,0.2162482738494873,True
7,True,2,0.1606595516204834,True
7,True,0,0.21790575981140137,True
7,True,1,2.6199920177459717,False
7,True,2,0.20054221153259277,True
7,True,0,0.15653276443481445,True
7,True,1,2.5964653491973877,False
7,True,2,2.70756459236145,False
8,False,0,2.639359951019287,False
8,False,1,2.755195140838623,False
8,False,2,2.3831398487091064,False
8,False,3,2.9239933490753174,False
8,False,0,2.7663347721099854,False
8,False,1,3.1503329277038574,False
8,False,2,2.4628989696502686,False
8,False,3,2.8330605030059814,False
8,False,0,2.875903844833374,False
8,False,1,2.663160800933838,False
8,False,2,2.4634761810302734,False
8,False,3,2.580592155456543,False
8,False,0,3.0821261405944824,False
8,False,1,2.333765983581543,False
8,False,2,2.432462692260742,False
8,False,3,3.2278599739074707,False
8,False,0,2.60323166847229,False
8,False,1,2.428187608718872,False
8,False,2,3.043497085571289,False
8,False,3,2.6715543270111084,False
8,False,0,2.3710291385650635,False
8,False,1,2.424146890640259,False
8,False,2,2.8854901790618896,False
8,False,3,2.4690439701080322,False
8,False,0,2.9673569202423096,False
8,False,1,2.8228745460510254,False
8,False,2,2.463639497756958,False
8,False,3,2.337134838104248,False
8,False,0,2.6746420860290527,False
8,False,1,3.298304796218872,False
8,False,2,2.623467206954956,False
8,False,3,2.572390079498291,False
8,False,0,2.6260645389556885,False
8,False,1,2.711911201477051,False
8,False,2,3.1395797729492188,False
8,False,3,2.3554725646972656,False
8,False,0,2.9670519828796387,False
8,False,1,2.392937421798706,False
8,False,2,2.9515233039855957,False
8,False,3,2.6239025592803955,False
8,False,0,2.9563093185424805,False
8,False,1,3.1677024364471436,False
8,False,2,2.4155921936035156,False
8,False,3,2.8685030937194824,False
8,True,0,2.3888235092163086,False
8,True,1,3.1088132858276367,False
8,True,2,2.7204222679138184,False
8,True,3,2.7690787315368652,False
8,True,0,3.274385690689087,False
8,True,1,2.923065185546875,False
8,True,2,2.3733835220336914,False
8,True,3,2.938152551651001,False
8,True,0,0.15851354598999023,True
8,True,1,0.21968650817871094,True
8,True,2,0.2295224666595459,True
8,True,3,2.520280361175537,False
8,True,0,0.20746397972106934,True
8,True,1,0.2228538990020752,True
8,True,2,0.2097477912902832,True
8,True,3,0.21996593475341797,True
8,True,0,0.2361745834350586,True
8,True,1,2.496723175048828,False
8,True,2,2.4573452472686768,False
8,True,3,3.110051155090332,False
8,True,0,0.15923595428466797,True
8,True,1,2.365785598754883,False
8,True,2,0.1931610107421875,True
8,True,3,2.6026418209075928,False
8,True,0,0.2235119342803955,True
8,True,1,0.19796228408813477,True
8,True,2,2.416322946548462,False
8,True,3,0.14910101890563965,True
8,True,0,0.16819143295288086,True
8,True,1,2.3944156169891357,False
8,True,2,2.655752420425415,False
8,True,3,2.610100269317627,False
8,True,0,2.7333028316497803,False
8,True,1,0.14281535148620605,True
8,True,2,0.19707202911376953,True
8,True,3,0.14461064338684082,True
8,True,0,2.76250958442688,False
8,True,1,2.354480743408203,False
8,True,2,2.9377472400665283,False
8,True,3,2.462282657623291,False
8,True,0,3.1029539108276367,False
8,True,1,3.268202066421509,False
8,True,2,2.727940559387207,False
8,True,3,2.687955379486084,False
8,True,0,0.16876769065856934,True
8,True,1,0.20158815383911133,True
8,True,2,0.20973944664001465,True
8,True,3,0.1646723747253418,True
9,False,0,2.7212131023406982,False
9,True,0,0.1472911834716797,True
10,False,0,2.7951016426086426,False
10,False,0,2.6994194984436035,False
10,False,0,2.467954397201538,False
10,False,0,3.1881015300750732,False
10,False,0,2.8046414852142334,False
10,False,0,2.781346082687378,False
10,True,0,0.15041279792785645,True
10,True,0,0.1950678825378418,True
10,True,0,0.15720891952514648,True
10,True,0,0.17556381225585938,True
10,True,0,0.15736103057861328,True
10,True,0,0.17271757125854492,True
11,False,0,2.790925979614258,False
11,False,1,2.6816093921661377,False
11,False,2,2.997610569000244,False
11,False,3,2.977626323699951,False
11,False,4,2.6572985649108887,False
11,False,0,2.4790451526641846,False
11,False,1,2.5160787105560303,False
11,False,2,2.621591806411743,False
11,False,3,2.711392402648926,False
11,False,4,2.519984722137451,False
11,False,0,2.8734214305877686,False
11,False,1,2.590291976928711,False
11,False,2,3.0424606800079346,False
11,False,3,2.752307415008545,False
11,False,4,2.706644058227539,False
11,False,0,2.4992473125457764,False
11,False,1,2.835146903991699,False
11,False,2,2.730353832244873,False
11,False,3,3.749232530593872,False
11,False,4,2.6952598094940186,False
11,False,0,2.8541786670684814,False
11,False,1,2.432828426361084,False
11,False,2,3.2041666507720947,False
11,False,3,2.622636556625366,False
11,False,4,2.4443585872650146,False
11,False,0,3.020901679992676,False
11,False,1,2.5818638801574707,False
11,False,2,4.422222137451172,False
11,False,3,2.4741599559783936,False
11,False,4,2.48473858833313,False
11,True,0,0.16341495513916016,True
11,True,1,3.040466785430908,False
11,True,2,2.4918453693389893,False
11,True,3,2.3241140842437744,False
11,True,4,0.19881629943847656,True
11,True,0,0.17205262184143066,True
11,True,1,2.79892897605896,False
11,True,2,3.1576926708221436,False
11,True,3,2.4639673233032227,False
11,True,4,0.1566777229309082,True
11,True,0,3.0996334552764893,False
11,True,1,2.399322986602783,False
11,True,2,2.8103575706481934,False
11,True,3,2.5053231716156006,False
11,True,4,2.431135892868042,False
11,True,0,2.6099705696105957,False
11,True,1,2.4913291931152344,False
11,True,2,2.6830060482025146,False
11,True,3,0.20642423629760742,True
11,True,4,3.333375930786133,False
11,True,0,2.4316062927246094,False
11,True,1,0.18038153648376465,True
11,True,2,2.635047197341919,False
11,True,3,2.950462818145752,False
11,True,4,0.18918848037719727,True
11,True,0,2.4618020057678223,False
11,True,1,0.18042516708374023,True
11,True,2,0.21076607704162598,True
11,True,3,3.0670182704925537,False
11,True,4,2.729807138442993,False
11,True,0,0.174896240234375,True
11,True,1,2.6763556003570557,False
11,True,2,0.22893381118774414,True
11,True,3,0.17128729820251465,True
11,True,4,2.344434976577759,False
13,False,0,2.6013288497924805,False
13,False,1,8.524940013885498,False
13,False,0,2.717885732650757,False
13,False,1,2.624845266342163,False
13,False,0,2.924889087677002,False
13,False,1,2.4467151165008545,False
13,True,0,0.2170403003692627,True
13,True,1,0.194655179977417,True
13,True,0,0.1986372470855713,False
13,True,1,0.19526958465576172,True
13,True,0,0.2064533233642578,True
13,True,1,2.7902519702911377,False
14,False,0,2.5033888816833496,False
14,False,1,2.566744089126587,False
14,False,0,2.546590566635132,False
14,False,1,2.442491292953491,False
14,False,0,2.658909797668457,False
14,False,1,2.668006181716919,False
14,False,0,3.282468318939209,False
14,False,1,2.7240540981292725,False
14,True,0,0.21491265296936035,True
14,True,1,0.18146038055419922,True
14,True,0,0.2069861888885498,False
14,True,1,2.823551893234253,False
14,True,0,0.21628570556640625,True
14,True,1,3.063095808029175,False
14,True,0,0.19486546516418457,False
14,True,1,2.492373466491699,False
15,False,0,2.6282145977020264,False
15,False,0,2.705777645111084,False
15,False,0,2.6041855812072754,False
15,False,0,2.716783285140991,False
15,False,0,3.041665554046631,False
15,False,0,2.628032684326172,False
15,False,0,2.7295398712158203,False
15,False,0,2.775322198867798,False
15,False,0,2.7752983570098877,False
15,False,0,2.685310125350952,False
15,False,0,5.211819410324097,False
15,False,0,2.4101920127868652,False
15,False,0,2.9717657566070557,False
15,False,0,2.7504830360412598,False
15,False,0,2.3864450454711914,False
15,False,0,2.6498608589172363,False
15,False,0,2.726722240447998,False
15,False,0,2.8333547115325928,False
15,True,0,0.17838382720947266,True
15,True,0,0.15355992317199707,True
15,True,0,0.22623038291931152,True
15,True,0,0.22646021842956543,True
15,True,0,0.20026016235351562,True
15,True,0,0.20127654075622559,True
15,True,0,0.20799922943115234,True
15,True,0,0.20294404029846191,True
15,True,0,0.19576096534729004,True
15,True,0,0.16155433654785156,True
15,True,0,0.22583460807800293,True
15,True,0,0.23018813133239746,True
15,True,0,0.21294236183166504,True
15,True,0,0.18038034439086914,True
15,True,0,0.1637866497039795,True
15,True,0,0.20476126670837402,True
15,True,0,0.19144892692565918,True
15,True,0,0.21772384643554688,True
16,False,0,2.9008233547210693,False
16,False,1,2.7403314113616943,False
16,False,2,2.3871400356292725,False
16,False,3,3.099730968475342,False
16,False,0,2.440556287765503,False
16,False,1,2.9246671199798584,False
16,False,2,2.782841682434082,False
16,False,3,2.87383770942688,False
16,False,0,2.4052841663360596,False
16,False,1,2.37259840965271,False
16,False,2,2.3975746631622314,False
16,False,3,2.7024152278900146,False
16,False,0,2.3442485332489014,False
16,False,1,2.6769423484802246,False
16,False,2,2.805086612701416,False
16,False,3,3.212892770767212,False
16,False,0,3.2504515647888184,False
16,False,1,2.7138519287109375,False
16,False,2,2.45281720161438,False
16,False,3,2.488408327102661,False
16,False,0,3.33764386177063,False
16,False,1,2.5278711318969727,False
16,False,2,2.642568588256836,False
16,False,3,3.1203818321228027,False
16,False,0,3.0177955627441406,False
16,False,1,2.5681874752044678,False
16,False,2,2.823517084121704,False
16,False,3,3.0274500846862793,False
16,True,0,0.21947574615478516,True
16,True,1,0.16091251373291016,True
16,True,2,2.4054858684539795,False
16,True,3,2.8954572677612305,False
16,True,0,0.19476985931396484,True
16,True,1,2.66374135017395,False
16,True,2,2.98417067527771,False
16,True,3,3.2139790058135986,False
16,True,0,0.19318556785583496,True
16,True,1,3.118560314178467,False
16,True,2,0.2085726261138916,True
16,True,3,3.264712333679199,False
16,True,0,0.1932535171508789,True
16,True,1,2.6469178199768066,False
16,True,2,3.141573190689087,False
16,True,3,2.5368199348449707,False
16,True,0,0.14425063133239746,True
16,True,1,0.1832411289215088,True
16,True,2,0.212449312210083,True
16,True,3,2.565190315246582,False
16,True,0,0.1427168846130371,True
16,True,1,2.3459041118621826,False
16,True,2,2.482635259628296,False
16,True,3,3.012763261795044,False
16,True,0,0.15317320823669434,True
16,True,1,0.1659069061279297,True
16,True,2,0.19114112854003906,True
16,True,3,2.44278883934021,False
16,True,0,0.21973729133605957,True
16,True,1,0.20342087745666504,True
16,True,2,2.6734845638275146,False
16,True,3,2.8448002338409424,False
17,False,0,2.949266195297241,False
17,False,0,2.8689589500427246,False
17,False,0,4.273250341415405,False
17,True,0,0.16390657424926758,True
17,True,0,0.1556072235107422,True
17,True,0,0.1579725742340088,True
17,True,0,0.1673908233642578,True
18,False,0,4.19613242149353,False
18,False,1,2.6020379066467285,False
18,False,2,3.7197399139404297,False
18,False,3,2.7896950244903564,False
18,False,4,2.715904951095581,False
18,False,0,3.452343225479126,False
18,False,1,3.977294921875,False
18,False,2,2.546908140182495,False
18,False,3,3.9423727989196777,False
18,False,4,4.056731462478638,False
18,False,0,3.5982723236083984,False
18,False,1,4.23324179649353,False
18,False,2,2.5593528747558594,False
18,False,3,3.117981195449829,False
18,False,0,2.75708270072937,False
18,False,1,2.8752779960632324,False
18,False,2,8.26591944694519,False
18,False,3,2.561180830001831,False
18,False,0,2.984356164932251,False
18,False,1,2.5398006439208984,False
18,False,0,3.217102527618408,False
18,False,1,3.20117449760437,False
18,False,0,3.4192237854003906,False
18,False,1,2.351393222808838,False
18,False,0,2.380631685256958,False
18,False,1,2.641180992126465,False
18,False,2,4.079722166061401,False
18,False,3,2.7169790267944336,False
18,False,4,2.594747543334961,False
18,False,0,2.4638335704803467,False
18,False,1,2.7692575454711914,False
18,False,2,3.990194320678711,False
18,False,0,2.4521894454956055,False
18,False,1,2.804344654083252,False
18,False,2,2.680068254470825,False
18,False,3,2.8361518383026123,False
18,False,0,2.917534351348877,False
18,False,1,2.542346954345703,False
18,False,2,2.74505352973938,False
18,False,3,4.767139196395874,False
18,False,4,3.1491611003875732,False
18,False,0,4.015429258346558,False
18,False,0,2.4451675415039062,False
18,False,1,2.717763662338257,False
18,True,0,0.16889739036560059,True
18,True,0,0.19333267211914062,True
18,True,1,4.723243474960327,False
18,True,2,2.653038263320923,False
18,True,0,0.14710760116577148,True
18,True,1,0.19167470932006836,True
18,True,2,0.15049982070922852,True
18,True,0,0.1678323745727539,True
18,True,0,0.17144393920898438,True
18,True,1,0.15793180465698242,True
18,True,0,0.17106318473815918,True
18,True,1,0.16163110733032227,True
18,True,0,0.20194458961486816,True
19,True,0,0.15414977073669434,True
19,True,0,0.19314336776733398,True
22,False,0,3.989088773727417,False
22,True,0,0.19113945960998535,True
22,True,1,0.17292499542236328,True
22,True,0,0.20223474502563477,True
24,False,0,0.1972963809967041,False
