Dataset Number,Label Type,Attack Sentence Number,Query Response Time,Same Answer
0,False,0,2.8802075386047363,False
0,False,1,2.6245763301849365,False
0,False,0,0.16471314430236816,True
0,False,1,6.563387870788574,False
0,False,0,0.2124781608581543,False
0,False,1,2.7700254917144775,False
0,False,0,2.7352161407470703,False
0,False,1,2.76296329498291,False
0,False,0,2.902351140975952,False
0,False,1,6.9682228565216064,False
0,False,0,2.5719196796417236,False
0,False,1,3.221675157546997,False
0,False,0,3.931234121322632,False
0,False,1,2.6041676998138428,False
0,False,0,7.242505311965942,False
0,False,1,2.4165165424346924,False
0,False,0,5.083750486373901,False
0,False,1,2.5713517665863037,False
0,False,0,6.242944717407227,False
0,False,1,6.204483270645142,False
0,False,0,2.7661492824554443,False
0,False,1,2.706134557723999,False
0,False,0,2.370431423187256,False
0,False,1,2.48016357421875,False
0,False,0,2.8620376586914062,False
0,False,1,2.6659998893737793,False
0,False,0,2.680415153503418,False
0,False,1,2.731729030609131,False
0,False,0,2.9998512268066406,False
0,False,1,2.7285854816436768,False
0,False,0,3.011673927307129,False
0,False,1,2.64758563041687,False
0,False,0,2.6687753200531006,False
0,False,1,2.4434707164764404,False
0,False,0,2.4428114891052246,False
0,False,1,2.7782115936279297,False
0,False,0,2.4345240592956543,False
0,False,1,2.451819896697998,False
0,True,0,0.20111465454101562,True
0,True,1,2.5909743309020996,False
0,True,0,0.1714918613433838,True
0,True,1,0.2264702320098877,True
0,True,0,0.22762393951416016,True
0,True,1,3.3177835941314697,False
0,True,0,2.934360980987549,False
0,True,1,2.6972477436065674,False
0,True,0,0.1479177474975586,True
0,True,1,2.6159942150115967,False
0,True,0,0.1470324993133545,True
0,True,1,3.014429807662964,False
0,True,0,0.20503592491149902,True
0,True,1,3.158839464187622,False
0,True,0,0.1561753749847412,True
0,True,1,2.8921058177948,False
0,True,0,0.20650815963745117,False
0,True,1,2.851720094680786,False
0,True,0,0.24169683456420898,True
0,True,1,0.21775460243225098,True
0,True,0,0.15642452239990234,True
0,True,1,2.719494104385376,False
0,True,0,0.16505002975463867,True
0,True,1,2.986870527267456,False
0,True,0,0.17435622215270996,True
0,True,1,2.707778215408325,False
0,True,0,0.18870329856872559,True
0,True,1,2.897998571395874,False
0,True,0,0.1860942840576172,True
0,True,1,2.6364586353302,False
0,True,0,0.24070167541503906,True
0,True,1,2.7726118564605713,False
0,True,0,0.18249249458312988,True
0,True,1,3.0959930419921875,False
0,True,0,0.17324495315551758,True
0,True,1,6.724807500839233,False
0,True,0,0.2095503807067871,True
0,True,1,0.22297358512878418,True
2,False,0,2.6552693843841553,False
2,False,1,2.5853939056396484,False
2,False,2,3.093351364135742,False
2,False,0,2.4333837032318115,False
2,False,1,2.4264535903930664,False
2,False,2,2.6101512908935547,False
2,False,0,2.5272791385650635,False
2,False,1,2.76595401763916,False
2,False,2,2.4187614917755127,False
2,False,0,2.801076889038086,False
2,False,1,2.8327531814575195,False
2,False,2,3.183413028717041,False
2,False,0,2.788555860519409,False
2,False,1,2.549703598022461,False
2,False,2,2.7488999366760254,False
2,False,0,2.7424328327178955,False
2,False,1,2.6257364749908447,False
2,False,2,2.2806992530822754,False
2,False,0,2.38490891456604,False
2,False,1,2.825376272201538,False
2,False,2,2.6239616870880127,False
2,False,0,2.7893543243408203,False
2,False,1,2.9288575649261475,False
2,False,2,2.658881187438965,False
2,False,0,2.774181842803955,False
2,False,1,2.704197406768799,False
2,False,2,2.455261468887329,False
2,False,0,2.91266131401062,False
2,False,1,2.6309094429016113,False
2,False,2,3.2780158519744873,False
2,False,0,2.524280548095703,False
2,False,1,2.5455965995788574,False
2,False,2,2.51873517036438,False
2,False,0,3.0479576587677,False
2,False,1,3.1976146697998047,False
2,False,2,2.591627836227417,False
2,False,0,4.133054971694946,False
2,False,1,2.7678332328796387,False
2,False,2,2.6343801021575928,False
2,True,0,2.672269821166992,False
2,True,1,2.641024589538574,False
2,True,2,2.729410171508789,False
2,True,0,0.22408127784729004,True
2,True,1,0.2123408317565918,True
2,True,2,0.20636343955993652,True
2,True,0,0.21802997589111328,False
2,True,1,3.0398881435394287,False
2,True,2,0.3337218761444092,True
2,True,0,2.6820125579833984,False
2,True,1,2.9114089012145996,False
2,True,2,0.22091364860534668,True
2,True,0,0.20590710639953613,True
2,True,1,0.33611083030700684,True
2,True,2,0.35420656204223633,True
2,True,0,0.2498469352722168,True
2,True,1,3.4875683784484863,False
2,True,2,2.659954786300659,False
2,True,0,2.7609429359436035,False
2,True,1,0.15883445739746094,True
2,True,2,0.34494709968566895,True
2,True,0,0.2189314365386963,True
2,True,1,0.18587517738342285,True
2,True,2,0.1523280143737793,True
2,True,0,0.1440110206604004,True
2,True,1,0.19480586051940918,True
2,True,2,0.15123748779296875,True
2,True,0,0.1605696678161621,True
2,True,1,2.4656126499176025,False
2,True,2,2.437357187271118,False
2,True,0,0.16603446006774902,False
2,True,1,3.205817461013794,False
2,True,2,0.21347594261169434,True
2,True,0,2.9074082374572754,False
2,True,1,0.14499616622924805,True
2,True,2,0.1518082618713379,True
2,True,0,0.23595428466796875,True
2,True,1,0.38036322593688965,True
2,True,2,0.197265625,True
3,False,0,3.198197841644287,False
3,False,0,3.139836072921753,False
3,False,0,2.389068603515625,False
3,False,0,2.772456169128418,False
3,True,0,0.19518017768859863,True
3,True,0,0.19826984405517578,True
3,True,0,0.40644288063049316,True
3,True,0,0.169327974319458,True
4,False,0,2.6114554405212402,False
4,False,1,2.7389373779296875,False
4,False,2,2.625123977661133,False
4,False,3,2.977067470550537,False
4,False,4,3.046761989593506,False
4,False,5,3.01348876953125,False
4,False,0,2.9243855476379395,False
4,False,1,3.3200626373291016,False
4,False,2,2.6916229724884033,False
4,False,3,2.793306827545166,False
4,False,4,2.8470141887664795,False
4,False,5,2.758951425552368,False
4,False,0,2.6826157569885254,False
4,False,1,2.854367733001709,False
4,False,2,2.4702556133270264,False
4,False,3,2.8780670166015625,False
4,False,4,2.430534839630127,False
4,False,5,2.3938446044921875,False
4,False,0,3.1804025173187256,False
4,False,1,3.1549952030181885,False
4,False,2,2.6298887729644775,False
4,False,3,3.3397810459136963,False
4,False,4,2.881385326385498,False
4,False,5,2.617663621902466,False
4,False,0,2.628758192062378,False
4,False,1,2.67242431640625,False
4,False,2,2.8474278450012207,False
4,False,3,2.98724627494812,False
4,False,4,2.901646137237549,False
4,False,5,2.6406168937683105,False
4,False,0,2.5636911392211914,False
4,False,1,3.129070520401001,False
4,False,2,2.803400754928589,False
4,False,3,4.364663362503052,False
4,False,4,0.1575639247894287,True
4,False,5,5.162678241729736,False
4,False,0,2.5591955184936523,False
4,False,1,2.7048404216766357,False
4,False,2,2.8128244876861572,False
4,False,3,2.659482479095459,False
4,False,4,2.573657274246216,False
4,False,5,2.644623041152954,False
4,False,0,2.7965407371520996,False
4,False,1,2.735248327255249,False
4,False,2,2.689338445663452,False
4,False,3,3.010465621948242,False
4,False,4,2.8372886180877686,False
4,False,5,2.6880147457122803,False
4,False,0,2.6628258228302,False
4,False,1,2.6970913410186768,False
4,False,2,3.208217144012451,False
4,False,3,3.361649751663208,False
4,False,4,3.1465301513671875,False
4,False,5,3.221752405166626,False
4,True,0,2.963974952697754,False
4,True,1,0.1620166301727295,True
4,True,2,2.9255459308624268,False
4,True,3,2.4805517196655273,False
4,True,4,2.8693816661834717,False
4,True,5,2.8940482139587402,False
4,True,0,2.7655837535858154,False
4,True,1,2.9725759029388428,False
4,True,2,2.840147018432617,False
4,True,3,2.4205591678619385,False
4,True,4,2.604407787322998,False
4,True,5,2.469571113586426,False
4,True,0,3.018089532852173,False
4,True,1,2.852411985397339,False
4,True,2,2.408344268798828,False
4,True,3,2.927314281463623,False
4,True,4,2.6187472343444824,False
4,True,5,3.0823400020599365,False
4,True,0,3.114581346511841,False
4,True,1,0.19345641136169434,True
4,True,2,2.713672161102295,False
4,True,3,0.19729185104370117,True
4,True,4,2.956510066986084,False
4,True,5,0.1782822608947754,True
4,True,0,2.675166606903076,False
4,True,1,2.664154529571533,False
4,True,2,2.971217393875122,False
4,True,3,2.828150510787964,False
4,True,4,2.4329609870910645,False
4,True,5,2.65132474899292,False
4,True,0,2.7889204025268555,False
4,True,1,2.723186492919922,False
4,True,2,2.440465211868286,False
4,True,3,2.926903247833252,False
4,True,4,0.2065751552581787,True
4,True,5,2.8446044921875,False
4,True,0,2.399017333984375,False
4,True,1,2.857130527496338,False
4,True,2,2.5531418323516846,False
4,True,3,3.679570198059082,False
4,True,4,2.6946334838867188,False
4,True,5,3.6958963871002197,False
4,True,0,0.18102622032165527,True
4,True,1,0.1660311222076416,True
4,True,2,0.20018959045410156,True
4,True,3,0.15793848037719727,True
4,True,4,0.16303706169128418,True
4,True,5,0.20638608932495117,True
4,True,0,0.20016694068908691,True
4,True,1,0.19362378120422363,True
4,True,2,3.0211188793182373,False
4,True,3,0.22197341918945312,True
4,True,4,0.1513068675994873,True
4,True,5,2.6486799716949463,False
5,False,0,2.987304210662842,False
5,False,1,2.727287769317627,False
5,False,0,2.9545485973358154,False
5,False,1,2.9657959938049316,False
5,False,0,2.4168453216552734,False
5,False,1,2.9661028385162354,False
5,False,0,2.5953915119171143,False
5,False,1,2.397780179977417,False
5,False,0,2.8566689491271973,False
5,False,1,2.4531521797180176,False
5,False,0,2.397486686706543,False
5,False,1,3.7340900897979736,False
5,False,0,2.7975049018859863,False
5,False,1,2.570455312728882,False
5,False,0,2.6320626735687256,False
5,False,1,2.565659284591675,False
5,False,0,3.0866363048553467,False
5,False,1,2.526404619216919,False
5,True,0,0.2036900520324707,True
5,True,1,0.28728795051574707,True
5,True,0,0.18655896186828613,True
5,True,1,0.2825014591217041,True
5,True,0,0.23168468475341797,True
5,True,1,0.20804977416992188,True
5,True,0,0.19780564308166504,True
5,True,1,3.019334077835083,False
5,True,0,0.16826939582824707,True
5,True,1,0.1974940299987793,True
5,True,0,2.598886013031006,False
5,True,1,0.15260767936706543,True
5,True,0,0.21428275108337402,True
5,True,1,0.16144680976867676,True
5,True,0,0.2000720500946045,True
5,True,1,0.21431183815002441,True
5,True,0,0.20368146896362305,True
5,True,1,2.6189942359924316,False
6,False,0,2.7230188846588135,False
6,False,0,3.125096559524536,False
6,False,0,2.9775314331054688,False
6,False,0,2.961954355239868,False
6,True,0,0.1973867416381836,True
